ticker,company,sector,meeting_year,form,filing_date,accession,n_words,n_sentences,theme_integrity_responsibility,theme_operational_excellence,theme_innovation_science,theme_people_talent,theme_diversity_inclusion,theme_customer_client_focus,theme_community_social_good,theme_environmental_stewardship,theme_leadership_governance,theme_human_progress_wellbeing,theme_profitable_growth,theme_heritage_longevity,theme_safety,dominant_theme_classical,dominant_theme_distinctive,tone_positive,tone_negative,tone_uncertainty,net_tone,avg_sentence_len,flesch_reading_ease,sim_to_prev,llm_themes,llm_dominant_theme,llm_stakeholder_orientation,llm_summary
MS,Morgan Stanley,Financials,2019,DEF 14A,2019-04-05,0001193125-19-099179,41603,1927,3.317,6.802,1.37,4.206,3.678,5.841,0.697,1.514,35.598,0.649,8.148,0.12,0.144,leadership_governance,operational_excellence,11.946,1.37,8.437,0.794,21.59,26.6,0.9906,people_talent|diversity_inclusion|leadership_governance|integrity_responsibility|operational_excellence|environmental_stewardship|profitable_growth,leadership_governance,balanced,"Morgan Stanley emphasizes strong governance, inclusive culture, and talented leadership while balancing employee development, operational excellence, and shareholder returns."
MS,Morgan Stanley,Financials,2020,DEF 14A,2020-04-03,0001193125-20-098079,40942,1932,2.955,6.888,1.661,4.128,3.713,5.886,0.708,1.49,34.561,0.611,7.034,0.098,0.195,leadership_governance,operational_excellence,11.309,1.001,8.28,0.837,21.19,27.7,0.9927,leadership_governance|people_talent|diversity_inclusion|community_social_good|environmental_stewardship|integrity_responsibility|profitable_growth|operational_excellence,leadership_governance,balanced,"Morgan Stanley emphasizes sound corporate governance with independent Board oversight, shareholder engagement, and balanced attention to employee development, sustainability, and financial performance."
MS,Morgan Stanley,Financials,2021,DEF 14A,2021-04-01,0001140361-21-011226,49915,2180,2.224,5.71,1.422,4.968,4.848,5.369,0.801,0.861,31.033,1.182,6.351,0.08,0.22,leadership_governance,operational_excellence,10.418,1.603,8.815,0.733,22.9,26.8,0.9744,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|profitable_growth,leadership_governance,balanced,"Morgan Stanley emphasizes strong corporate governance through independent board leadership, rigorous risk oversight, diversity and inclusion initiatives, and balanced consideration of shareholder returns alongside employee well-being and community stewardship."
MS,Morgan Stanley,Financials,2022,DEF 14A,2022-04-08,0001140361-22-013794,41434,2026,2.365,6.323,1.834,4.923,4.151,6.444,0.603,3.138,34.392,0.869,7.096,0.024,0.193,leadership_governance,customer_client_focus,12.26,1.303,8.906,0.808,20.45,26.8,0.9676,integrity_responsibility|leadership_governance|diversity_inclusion|profitable_growth,leadership_governance,balanced,"Morgan Stanley emphasizes strong corporate governance, board independence, director succession planning, and diversity while maintaining shareholder value through sound management oversight and accountability structures."
MS,Morgan Stanley,Financials,2023,DEF 14A,2023-04-06,0001140361-23-016930,46366,2129,2.243,6.902,1.488,4.27,4.4,5.845,0.582,4.357,32.524,0.561,9.252,0.065,0.043,leadership_governance,operational_excellence,11.927,1.467,8.735,0.781,21.78,24.4,0.9784,leadership_governance|diversity_inclusion|people_talent|profitable_growth|community_social_good|environmental_stewardship,leadership_governance,balanced,"Morgan Stanley emphasizes strong corporate governance, board independence and diversity, responsible human capital management, and integration of sustainability and environmental considerations alongside shareholder value creation."
MS,Morgan Stanley,Financials,2024,DEF 14A,2024-04-05,0001140361-24-018302,63787,2934,2.352,6.616,0.925,5.205,3.668,5.048,0.408,3.088,28.815,0.533,7.102,0.094,0.063,leadership_governance,operational_excellence,12.949,1.975,9.547,0.735,21.74,26.5,0.8905,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|community_social_good|environmental_stewardship|profitable_growth,leadership_governance,balanced,"Morgan Stanley emphasizes best-in-class governance practices, board independence and oversight, employee development and diversity, community responsibility, and climate stewardship alongside strong shareholder returns."
SCHW,Charles Schwab,Financials,2016,DEF 14A,2016-03-30,0001193125-16-523055,27658,1666,1.591,5.676,0.253,2.892,3.796,6.291,0.362,0.217,26.647,0.253,5.785,0.325,0.0,leadership_governance,customer_client_focus,7.882,1.591,5.713,0.664,16.6,38.1,,leadership_governance|integrity_responsibility|operational_excellence|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance through independent board oversight, rigorous audit and compensation controls, and disciplined financial performance aligned with client service and shareholder returns."
SCHW,Charles Schwab,Financials,2017,DEF 14A,2017-03-30,0001193125-17-103408,29950,1731,1.603,6.077,0.267,2.805,3.472,6.177,0.267,0.134,26.043,0.267,7.713,0.334,0.033,leadership_governance,customer_client_focus,7.746,2.437,6.244,0.521,17.3,36.2,0.9887,leadership_governance|integrity_responsibility|profitable_growth|diversity_inclusion|operational_excellence,leadership_governance,balanced,"The company emphasizes strong corporate governance through independent board oversight, rigorous committee structures, and transparent accountability mechanisms while pursuing disciplined financial performance and stakeholder value creation."
SCHW,Charles Schwab,Financials,2018,DEF 14A,2018-03-30,0001193125-18-103068,59692,2633,1.524,4.456,0.117,3.585,2.379,4.356,0.318,0.034,24.107,0.117,9.616,0.117,0.05,leadership_governance,operational_excellence,6.333,1.709,6.785,0.575,22.67,36.3,0.9012,leadership_governance|profitable_growth|people_talent,leadership_governance,shareholder_primacy,"The company emphasizes strong corporate governance through independent board leadership, committee oversight, and executive compensation structures tied to shareholder value creation and long-term financial performance."
SCHW,Charles Schwab,Financials,2019,DEF 14A,2019-03-29,0001193125-19-092204,27812,1610,2.121,5.465,0.36,3.811,4.638,7.982,0.611,0.18,29.376,0.144,5.178,0.18,0.072,leadership_governance,customer_client_focus,8.198,1.187,6.041,0.747,17.27,35.6,0.8912,leadership_governance|diversity_inclusion|integrity_responsibility|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance through independent board oversight, rigorous committee structures, transparent executive compensation tied to financial performance, and a commitment to diversity and inclusive leadership as essential to serving clients with integrity and building long-term stockholder value."
SCHW,Charles Schwab,Financials,2020,DEF 14A,2020-03-31,0001193125-20-092483,59725,2483,1.39,4.454,0.234,3.633,2.763,4.839,0.469,0.067,26.153,0.151,9.544,0.117,0.067,leadership_governance,customer_client_focus,6.53,1.792,7.015,0.569,24.05,33.7,0.8892,leadership_governance|diversity_inclusion|integrity_responsibility|operational_excellence|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance through independent board oversight, committee structures, director qualifications including diversity of experience and background, and linkage of director and employee compensation to stockholder interests while valuing integrity and inclusion in its organizational culture."
SCHW,Charles Schwab,Financials,2021,DEF 14A,2021-04-02,0001193125-21-104906,32980,1878,2.062,5.488,1.031,2.911,3.548,7.914,0.758,0.788,31.17,0.121,6.186,0.182,0.121,leadership_governance,customer_client_focus,7.216,1.486,6.398,0.659,17.56,33.0,0.8304,leadership_governance|integrity_responsibility|diversity_inclusion|community_social_good|environmental_stewardship|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance, board independence and accountability, director diversity and expertise, while also highlighting environmental responsibility, community engagement, and disciplined financial performance."
SCHW,Charles Schwab,Financials,2022,DEF 14A,2022-04-01,0001193125-22-093320,61129,2600,1.325,4.482,0.523,2.83,2.372,5.856,0.327,0.376,27.957,0.065,9.93,0.065,0.115,leadership_governance,customer_client_focus,6.789,1.57,6.887,0.624,23.51,31.7,0.9112,leadership_governance|profitable_growth|diversity_inclusion,leadership_governance,shareholder_primacy,"The company emphasizes strong corporate governance through independent board oversight, rigorous performance-based compensation tied to financial results, and director diversity of experience, while prioritizing long-term shareholder value creation."
SCHW,Charles Schwab,Financials,2023,DEF 14A,2023-03-31,0001193125-23-086655,38054,1957,2.418,4.756,0.841,3.679,6.859,7.857,0.71,0.736,28.749,0.368,6.596,0.131,0.079,leadership_governance,customer_client_focus,8.094,1.314,7.095,0.721,19.45,29.6,0.8923,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance, ethical standards, board independence and effectiveness, diversity and inclusion initiatives, and risk management as fundamental to achieving its vision of being the most trusted leader while delivering long-term shareholder value."
SCHW,Charles Schwab,Financials,2024,DEF 14A,2024-04-05,0001193125-24-087883,38564,1955,2.152,4.512,0.882,4.408,6.094,7.624,0.83,0.726,28.342,0.441,6.664,0.207,0.078,leadership_governance,customer_client_focus,8.817,1.763,7.39,0.667,19.73,30.2,0.9932,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent|customer_client_focus|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance, ethical standards, board independence and diversity, and workforce inclusion as foundational to serving customers, employees, and shareholders alike."
WFC,Wells Fargo,Financials,2016,DEF 14A,2016-03-16,0001193125-16-506771,57357,2572,3.679,9.711,0.54,1.743,2.022,7.619,0.994,0.314,26.919,0.314,6.276,0.192,0.105,leadership_governance,operational_excellence,9.432,1.691,10.426,0.696,22.3,29.2,,leadership_governance|diversity_inclusion|integrity_responsibility|profitable_growth,leadership_governance,balanced,"The company emphasizes sound corporate governance through independent board leadership, robust ethical standards, board diversity, and strong risk oversight while maintaining focus on long-term stockholder value creation and shareholder returns."
WFC,Wells Fargo,Financials,2017,DEF 14A,2017-03-15,0001193125-17-083591,68281,3050,5.961,6.415,0.615,1.919,2.021,9.197,0.908,0.454,29.745,0.395,5.712,0.161,0.044,leadership_governance,customer_client_focus,9.124,2.065,11.101,0.631,22.39,29.4,0.9655,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent,leadership_governance,balanced,"The company emphasizes strong independent Board governance, enhanced oversight of conduct and ethics through new governance structures, and Board composition refresh to strengthen accountability and trustworthiness across the organization."
WFC,Wells Fargo,Financials,2018,DEF 14A,2018-03-14,0001193125-18-082312,68863,2595,5.504,7.45,1.467,2.57,2.44,10.165,1.67,0.741,32.877,0.668,5.315,0.131,0.044,leadership_governance,customer_client_focus,10.688,1.844,12.038,0.706,26.54,21.7,0.9411,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent|customer_client_focus|community_social_good|environmental_stewardship|profitable_growth,leadership_governance,balanced,"Wells Fargo emphasizes strong corporate governance, ethics, diversity, and risk oversight while maintaining commitment to customers, employees, communities, and shareholder returns as core organizational values."
WFC,Wells Fargo,Financials,2019,DEF 14A,2019-03-13,0001193125-19-073314,96180,3611,3.972,9.212,1.414,4.096,3.473,10.418,1.643,1.009,27.438,1.04,4.814,0.187,0.042,leadership_governance,customer_client_focus,13.204,1.695,12.258,0.773,26.64,22.4,0.9478,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent|operational_excellence,leadership_governance,balanced,"Wells Fargo emphasizes strong independent Board governance, ethics and integrity, Board refreshment and diversity, robust risk oversight, and investment in employee development as core values for restoring stakeholder trust and sound corporate stewardship."
WFC,Wells Fargo,Financials,2020,DEF 14A,2020-03-16,0001193125-20-074921,71715,3001,4.49,10.333,1.269,7.851,4.002,6.93,1.018,0.614,30.231,0.906,5.368,0.084,0.084,leadership_governance,operational_excellence,12.745,1.952,11.113,0.734,23.9,23.5,0.9258,leadership_governance|diversity_inclusion|people_talent|community_social_good|integrity_responsibility|profitable_growth,leadership_governance,stakeholder_oriented,"Wells Fargo emphasizes strong independent board governance, stakeholder-inclusive value creation, diversity and inclusion in the workforce, and community engagement alongside shareholder returns."
WFC,Wells Fargo,Financials,2021,DEF 14A,2021-03-16,0001193125-21-082907,73059,2880,5.133,9.225,1.273,7.994,5.817,7.364,1.807,1.287,31.454,1.109,5.489,0.151,0.383,leadership_governance,operational_excellence,11.717,1.944,13.113,0.715,25.37,20.9,0.9741,leadership_governance|integrity_responsibility|diversity_inclusion|people_talent|community_social_good|safety,leadership_governance,balanced,"Wells Fargo emphasizes strong independent governance, board oversight, diversity and inclusion initiatives, human capital development, and stakeholder engagement across employees, communities, and shareholders."
WFC,Wells Fargo,Financials,2022,DEF 14A,2022-03-14,0001193125-22-074612,79034,3203,3.619,7.87,1.632,6.529,4.024,6.25,1.632,1.784,27.722,1.291,5.896,0.152,0.152,leadership_governance,operational_excellence,10.97,2.202,11.944,0.666,24.67,24.4,0.955,leadership_governance|diversity_inclusion|people_talent|environmental_stewardship|integrity_responsibility|profitable_growth,leadership_governance,balanced,"Wells Fargo emphasizes strong independent governance, board diversity and oversight of workforce matters alongside shareholder value creation, environmental sustainability, and responsible business practices."
WFC,Wells Fargo,Financials,2023,DEF 14A,2023-03-15,0001193125-23-071373,65540,2772,4.043,7.568,2.075,5.966,2.762,7.598,1.144,3.753,27.891,1.48,6.942,0.107,0.122,leadership_governance,customer_client_focus,11.321,3.204,11.489,0.559,23.64,22.5,0.9294,integrity_responsibility|leadership_governance|diversity_inclusion|community_social_good|environmental_stewardship|people_talent|operational_excellence|customer_client_focus,leadership_governance,balanced,"Wells Fargo emphasizes strong independent Board governance, risk management, and oversight of diversity, environmental sustainability, and community responsibility alongside operational excellence and customer service."
WFC,Wells Fargo,Financials,2024,DEF 14A,2024-03-18,0000072971-24-000084,72288,3279,4.51,6.82,1.48,7.913,3.223,7.719,1.771,3.472,30.793,1.19,7.069,0.111,0.111,leadership_governance,people_talent,11.261,2.781,11.786,0.604,22.05,22.3,0.969,leadership_governance|diversity_inclusion|integrity_responsibility|people_talent,leadership_governance,balanced,"Wells Fargo emphasizes strong independent Board leadership with diverse composition, robust governance structures, and stakeholder engagement as key to oversight and fiduciary responsibility."
ABBV,AbbVie,Healthcare,2016,DEF 14A,2016-03-21,0001047469-16-011386,32921,1710,3.25,6.743,0.759,2.977,1.883,3.918,0.365,0.395,26.123,1.367,10.085,0.03,0.182,leadership_governance,operational_excellence,10.844,1.549,6.014,0.75,19.25,34.0,,leadership_governance|integrity_responsibility|diversity_inclusion|profitable_growth,leadership_governance,balanced,"AbbVie emphasizes strong corporate governance with independent oversight, board diversity, and alignment of executive compensation with shareholder interests and company performance while maintaining ethical and responsible conduct standards."
ABBV,AbbVie,Healthcare,2017,DEF 14A,2017-03-20,0001047469-17-001778,33357,1761,3.058,6.385,1.019,3.058,1.769,3.927,0.06,0.12,29.589,1.199,10.313,0.03,0.0,leadership_governance,operational_excellence,11.092,1.739,6.056,0.729,18.94,34.6,0.9945,leadership_governance|integrity_responsibility|diversity_inclusion|profitable_growth,leadership_governance,shareholder_primacy,"AbbVie emphasizes strong corporate governance, board independence, rigorous oversight mechanisms, and diversity in director selection to protect shareholder interests and enhance stockholder value."
ABBV,AbbVie,Healthcare,2018,DEF 14A,2018-03-19,0001047469-18-001843,36320,1929,3.359,6.14,1.129,3.249,1.597,3.717,0.496,0.551,29.24,1.239,10.352,0.0,0.055,leadership_governance,operational_excellence,11.536,2.037,6.58,0.7,18.83,33.6,0.9948,integrity_responsibility|leadership_governance|diversity_inclusion|human_progress_wellbeing|community_social_good|environmental_stewardship|profitable_growth,leadership_governance,balanced,"AbbVie emphasizes strong corporate governance, board independence and oversight, diversity in board composition, and responsible corporate practices including health outcomes, community engagement, environmental stewardship, and ethical culture alongside shareholder value creation."
ABBV,AbbVie,Healthcare,2019,DEF 14A,2019-03-22,0001047469-19-001544,35446,1935,3.555,6.94,1.354,3.696,1.89,3.978,0.564,0.536,27.986,1.777,10.015,0.028,0.141,leadership_governance,operational_excellence,11.595,2.144,6.432,0.688,18.32,33.3,0.9961,leadership_governance|integrity_responsibility|diversity_inclusion|people_talent|community_social_good|profitable_growth,leadership_governance,balanced,"AbbVie emphasizes strong corporate governance, board independence, diversity and inclusion, ethical oversight, and accountability to shareholders and stakeholders."
ABBV,AbbVie,Healthcare,2020,DEF 14A,2020-03-23,0001047469-20-001710,35823,1978,3.741,6.504,1.284,3.741,2.205,4.159,0.447,1.117,28.417,1.647,9.463,0.028,0.307,leadership_governance,operational_excellence,11.334,2.177,6.588,0.678,18.11,32.8,0.9967,integrity_responsibility|leadership_governance|diversity_inclusion|environmental_stewardship|people_talent|profitable_growth,leadership_governance,balanced,"AbbVie emphasizes strong corporate governance, board independence and oversight, integrity in management, diversity, environmental sustainability, and employee development as foundational to creating long-term stockholder value and trust."
ABBV,AbbVie,Healthcare,2021,DEF 14A,2021-03-22,0001558370-21-003318,61575,2765,2.777,4.97,0.958,5.603,2.03,3.281,0.763,0.763,21.535,1.186,7.454,0.032,0.162,leadership_governance,people_talent,12.132,1.868,7.162,0.733,22.27,31.9,0.9343,integrity_responsibility|innovation_science|community_social_good|environmental_stewardship|leadership_governance|diversity_inclusion|safety|operational_excellence,leadership_governance,balanced,"AbbVie emphasizes acting with integrity and uncompromising standards across quality, compliance, and safety while driving innovation in healthcare and serving communities, all supported by robust board independence, diversity, and strong corporate governance practices."
ABBV,AbbVie,Healthcare,2022,DEF 14A,2022-03-21,0001558370-22-004011,39439,2112,3.778,6.592,2.206,4.64,2.891,4.894,0.482,1.242,28.956,1.851,10.548,0.101,0.254,leadership_governance,operational_excellence,12.069,2.333,6.009,0.676,18.67,32.2,0.9332,integrity_responsibility|innovation_science|people_talent|diversity_inclusion|safety|leadership_governance|human_progress_wellbeing,leadership_governance,balanced,"AbbVie emphasizes integrity, innovation, strong corporate governance with robust board oversight, employee development and safety, diversity, and advancing patient health through responsible leadership and diverse perspectives."
ABBV,AbbVie,Healthcare,2023,DEF 14A,2023-03-20,0001558370-23-004204,43653,2392,3.413,6.735,3.001,4.009,3.78,4.994,0.504,1.741,25.015,1.81,10.102,0.092,0.298,leadership_governance,operational_excellence,12.554,2.199,6.231,0.702,18.25,31.7,0.9882,integrity_responsibility|innovation_science|community_social_good|environmental_stewardship|leadership_governance|diversity_inclusion|safety,integrity_responsibility,balanced,"AbbVie foregrounds uncompromising integrity, rigorous innovation in medicine, community and environmental stewardship, and robust corporate governance with board diversity and independence as foundational to serving patients and stakeholders."
ABBV,AbbVie,Healthcare,2024,DEF 14A,2024-03-18,0001558370-24-003496,45003,2447,3.311,6.911,3.311,3.978,3.0,5.2,0.556,1.778,25.376,1.711,9.755,0.133,0.289,leadership_governance,operational_excellence,12.844,2.467,5.911,0.678,18.39,32.4,0.9914,integrity_responsibility|innovation_science|community_social_good|environmental_stewardship|leadership_governance|diversity_inclusion|safety|operational_excellence,leadership_governance,balanced,"AbbVie emphasizes strong corporate governance, integrity, innovation in healthcare, environmental and community responsibility, board diversity, and rigorous oversight across ESG matters and operational excellence to serve patients and stakeholders globally."
ABT,Abbott Laboratories,Healthcare,2016,DEF 14A,2016-03-18,0001047469-16-011351,29885,1881,2.811,5.22,0.535,2.409,2.878,3.982,0.201,0.535,23.457,0.937,9.804,0.033,0.0,leadership_governance,operational_excellence,12.448,1.037,4.618,0.846,15.89,35.8,,leadership_governance|integrity_responsibility|diversity_inclusion|profitable_growth|community_social_good|environmental_stewardship|people_talent,leadership_governance,balanced,"Abbott emphasizes strong corporate governance, ethical conduct, board diversity, and shareholder value creation while also committing to environmental sustainability and social responsibility."
ABT,Abbott Laboratories,Healthcare,2017,DEF 14A,2017-03-17,0001047469-17-001713,55319,2740,2.025,4.248,0.307,4.266,1.952,2.73,0.145,0.325,20.554,0.343,7.99,0.0,0.036,leadership_governance,people_talent,13.033,1.175,6.833,0.835,20.19,34.7,0.9411,leadership_governance|integrity_responsibility|operational_excellence|diversity_inclusion|profitable_growth|safety,leadership_governance,balanced,"Abbott emphasizes strong corporate governance through independent board oversight, diverse director selection, rigorous compliance and risk management, while aligning executive compensation with shareholder value creation through equity-based awards and performance metrics."
ABT,Abbott Laboratories,Healthcare,2018,DEF 14A,2018-03-16,0001047469-18-001774,32991,2092,2.667,5.517,0.818,2.576,2.88,3.637,0.212,0.364,24.704,0.485,11.094,0.03,0.061,leadership_governance,operational_excellence,12.185,1.606,4.365,0.767,15.77,35.5,0.9363,leadership_governance|integrity_responsibility|operational_excellence|profitable_growth|diversity_inclusion|safety|community_social_good|environmental_stewardship|people_talent,leadership_governance,balanced,"Abbott emphasizes sound corporate governance, board independence, and risk oversight while balancing shareholder returns with responsible business practices, employee development, diversity, safety, and environmental stewardship."
ABT,Abbott Laboratories,Healthcare,2019,DEF 14A,2019-03-15,0001047469-19-001316,27945,1796,3.221,4.223,0.716,2.863,2.755,4.151,0.322,0.501,28.699,0.608,10.055,0.036,0.0,leadership_governance,operational_excellence,13.169,1.503,5.081,0.795,15.56,34.0,0.9849,profitable_growth|leadership_governance|integrity_responsibility|diversity_inclusion,profitable_growth,shareholder_primacy,"Abbott emphasizes strong shareholder returns and governance structures designed to ensure board independence, oversight, and accountability to shareholders."
ABT,Abbott Laboratories,Healthcare,2020,DEF 14A,2020-03-13,0001047469-20-001466,31558,2043,3.391,4.626,0.919,2.472,2.662,3.707,0.254,0.919,26.459,0.602,12.422,0.063,0.063,leadership_governance,operational_excellence,11.978,1.616,5.197,0.762,15.45,34.7,0.983,profitable_growth|leadership_governance|integrity_responsibility|diversity_inclusion,profitable_growth,shareholder_primacy,Abbott emphasizes strong shareholder returns and financial performance while maintaining sound governance structures and board independence to oversee long-term sustainable growth.
ABT,Abbott Laboratories,Healthcare,2021,DEF 14A,2021-03-12,0001047469-21-000592,39441,2440,2.764,3.575,1.268,3.119,3.854,3.144,0.456,1.04,23.427,1.04,10.37,0.051,0.254,leadership_governance,diversity_inclusion,11.967,1.521,4.665,0.774,16.16,35.4,0.9804,safety|profitable_growth|diversity_inclusion|leadership_governance|people_talent,leadership_governance,balanced,"Abbott emphasizes strong corporate governance, board independence, and oversight alongside shareholder returns, while also committing to diversity and inclusion initiatives and employee and community safety during the pandemic."
ABT,Abbott Laboratories,Healthcare,2022,DEF 14A,2022-03-18,0001206774-22-000778,37020,2267,3.431,4.43,1.432,2.701,3.16,3.728,0.621,1.621,30.524,1.486,11.534,0.027,0.27,leadership_governance,operational_excellence,12.534,1.756,5.348,0.754,16.33,32.7,0.9834,profitable_growth|leadership_governance|people_talent|diversity_inclusion|innovation_science|community_social_good|integrity_responsibility|safety,leadership_governance,balanced,"Abbott emphasizes strong independent board governance and oversight, shareholder returns, employee development and diversity, innovation in life-changing technologies, and community health equity."
ABT,Abbott Laboratories,Healthcare,2023,DEF 14A,2023-03-17,0001308179-23-000247,38553,2277,3.372,5.058,1.375,2.646,2.983,3.761,0.467,1.504,30.763,0.986,11.102,0.026,0.182,leadership_governance,operational_excellence,13.618,1.971,5.836,0.747,16.93,29.7,0.9694,leadership_governance|diversity_inclusion|integrity_responsibility|environmental_stewardship|people_talent|profitable_growth,leadership_governance,balanced,"Abbott emphasizes strong independent board governance, rigorous oversight of management, diversity and human capital management, and sustainability commitments aligned with shareholder interests."
ABT,Abbott Laboratories,Healthcare,2024,DEF 14A,2024-03-15,0001308179-24-000182,33408,2106,3.173,5.657,1.557,3.143,3.742,3.502,0.419,1.706,27.419,1.137,9.339,0.0,0.0,leadership_governance,operational_excellence,16.523,1.287,5.568,0.855,15.86,29.1,0.9847,profitable_growth|leadership_governance|diversity_inclusion|people_talent|integrity_responsibility|operational_excellence,leadership_governance,balanced,"Abbott emphasizes strong corporate governance with independent oversight, board diversity and refreshment, and human capital management, while maintaining a 52-year dividend increase track record and aligning executive compensation with sustainability and performance metrics."
BMY,Bristol-Myers Squibb,Healthcare,2016,DEF 14A,2016-03-23,0001047469-16-011495,44125,2189,2.312,7.388,2.13,5.96,1.36,4.827,0.476,0.272,28.102,0.68,7.728,0.045,0.159,leadership_governance,operational_excellence,14.459,1.609,5.643,0.8,20.16,32.4,,leadership_governance|integrity_responsibility|profitable_growth|diversity_inclusion|customer_client_focus,leadership_governance,shareholder_primacy,"Bristol-Myers Squibb emphasizes strong corporate governance, board independence, and accountability to shareholders while delivering superior shareholder returns and reinforcing integrity across the organization."
BMY,Bristol-Myers Squibb,Healthcare,2017,DEF 14A,2017-03-23,0001047469-17-001940,67219,2637,1.993,7.543,1.443,5.028,1.517,4.136,0.357,0.164,23.743,0.357,7.037,0.03,0.045,leadership_governance,operational_excellence,10.637,1.904,7.007,0.696,25.49,28.8,0.9112,leadership_governance|integrity_responsibility|profitable_growth,leadership_governance,shareholder_primacy,"The company emphasizes strong corporate governance, board independence, and ethical conduct to protect shareholder interests and create long-term value for shareholders."
BMY,Bristol-Myers Squibb,Healthcare,2018,DEF 14A,2018-03-22,0001047469-18-002011,44472,2251,2.586,6.701,2.811,6.296,2.226,4.969,0.495,1.057,31.053,0.832,7.6,0.045,0.112,leadership_governance,operational_excellence,13.199,1.956,6.229,0.742,19.76,30.9,0.8966,leadership_governance|integrity_responsibility|profitable_growth|diversity_inclusion|people_talent,leadership_governance,balanced,"The company emphasizes strong governance practices, Board independence and accountability, ethical conduct, capital discipline returning to shareholders, and diversity and inclusion in the workplace."
BMY,Bristol-Myers Squibb,Healthcare,2019,DEF 14A,2019-04-30,0001047469-19-002763,41364,2042,2.683,6.431,2.563,6.479,2.176,5.343,0.556,1.112,32.154,1.064,7.664,0.024,0.121,leadership_governance,people_talent,13.176,1.837,5.681,0.755,20.26,30.9,0.9824,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|profitable_growth,leadership_governance,balanced,"The company emphasizes strong, independent Board governance with accountability to shareholders, while also committing to ethical conduct, employee development, diversity and inclusion, and engagement with broader stakeholders on environmental and social performance."
BMY,Bristol-Myers Squibb,Healthcare,2020,DEF 14A,2020-03-25,0001140361-20-006834,50315,2641,2.504,5.843,3.339,6.579,2.325,5.346,0.656,0.954,28.441,1.61,6.678,2.007,0.199,leadership_governance,people_talent,13.952,1.471,5.982,0.809,19.05,32.8,0.8696,integrity_responsibility|innovation_science|people_talent|diversity_inclusion|leadership_governance|human_progress_wellbeing,leadership_governance,balanced,"The company emphasizes strong governance, ethics, integrity, diversity and inclusion, innovative science, and employee well-being as foundational to serving patients and shareholders alike."
BMY,Bristol-Myers Squibb,Healthcare,2021,DEF 14A,2021-03-25,0001140361-21-010010,72194,3186,2.521,4.876,1.745,5.859,3.449,4.626,0.79,1.011,26.138,1.704,7.48,0.734,0.305,leadership_governance,people_talent,12.563,1.787,7.3,0.751,22.66,30.7,0.8884,innovation_science|people_talent|diversity_inclusion|integrity_responsibility|community_social_good|leadership_governance|operational_excellence,innovation_science,balanced,"Bristol Myers Squibb emphasizes transforming patients' lives through innovative medicines while committing to integrity, diversity, inclusive culture, community health equity, and sound corporate governance."
BMY,Bristol-Myers Squibb,Healthcare,2022,DEF 14A,2022-03-24,0001140361-22-010987,48775,2482,2.973,5.802,2.993,8.344,4.018,5.577,1.046,1.702,31.348,2.891,6.991,0.718,0.492,leadership_governance,people_talent,16.32,1.804,5.536,0.801,19.65,30.3,0.9303,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|human_progress_wellbeing|community_social_good,leadership_governance,balanced,"Bristol Myers Squibb emphasizes strong governance, ethical leadership, and employee development while advancing innovative medicines that improve patient health and community outcomes globally."
BMY,Bristol-Myers Squibb,Healthcare,2023,DEF 14A,2023-03-23,0001140361-23-013442,54320,2675,2.798,5.578,4.179,7.695,5.615,5.431,0.957,1.878,28.314,3.166,6.738,0.258,0.239,leadership_governance,people_talent,16.532,1.749,5.449,0.809,20.31,28.4,0.9615,integrity_responsibility|leadership_governance|people_talent|diversity_inclusion|community_social_good|human_progress_wellbeing|innovation_science|operational_excellence,leadership_governance,balanced,"The company emphasizes strong corporate governance with independent board oversight, ethical conduct, and employee diversity and well-being as foundational to fulfilling its purpose of transforming medicines and improving health outcomes for patients and communities."
BMY,Bristol-Myers Squibb,Healthcare,2024,DEF 14A,2024-03-28,0001140361-24-016251,59029,2681,2.406,6.2,4.523,7.539,4.1,5.946,0.779,1.796,27.41,3.354,5.929,0.322,0.305,leadership_governance,people_talent,17.398,1.728,5.438,0.819,22.02,25.4,0.945,leadership_governance|integrity_responsibility|operational_excellence|innovation_science|community_social_good|environmental_stewardship|people_talent|diversity_inclusion|safety,leadership_governance,balanced,"Bristol Myers Squibb emphasizes strong corporate governance, ethical conduct, and effective board oversight while balancing shareholder interests with commitments to innovation in patient care, employee development, diversity, and environmental and social responsibility."
